numero_de_cliente,Predicted
1164497253,1
592912500,1
1460168078,1
611069298,1
752226126,1
464622421,1
865381576,1
565399167,1
596830581,1
650007395,1
1159328698,1
572385139,1
554017367,1
829599475,1
891690089,1
256207517,1
298415666,1
1162973517,1
839978898,1
998874129,1
465639025,1
524867394,1
477938318,1
1307809288,1
999222431,1
677541223,1
574725513,1
874835480,1
823297125,1
565373932,1
750071927,1
602806448,1
1233928922,1
487761010,1
618086048,1
1313826871,1
337358716,1
1066714316,1
751249044,1
1128888500,1
269638717,1
779679442,1
1037884421,1
845375062,1
595718298,1
1114610918,1
1317187419,1
580664335,1
925777727,1
886267597,1
1112931912,1
300333280,1
972751296,1
860335831,1
965916135,1
1200264555,1
876673461,1
1202778644,1
753746139,1
1330997399,1
934030159,1
259309251,1
1115105873,1
1462042080,1
1054893129,1
652277829,1
944771727,1
514647544,1
665341402,1
262838775,1
929502922,1
1232611130,1
761435350,1
865341029,1
687004829,1
790039532,1
347925339,1
1056256643,1
1301899356,1
1178430043,1
268346083,1
504583612,1
440298764,1
604738870,1
505032546,1
1382696711,1
515436325,1
1303026516,1
661716489,1
971786613,1
1153365522,1
1220681650,1
896737447,1
1055545607,1
1472402469,1
869963442,1
1282184107,1
1208134262,1
274302181,1
727279018,1
589829946,1
1019821918,1
1177959008,1
1134705015,1
981891826,1
671295023,1
1085606505,1
566422987,1
994936287,1
553804052,1
530149356,1
288953009,1
644991693,1
1159611218,1
498258282,1
1144780108,1
751405475,1
675940553,1
431718748,1
268902883,1
804186438,1
878868856,1
994527678,1
1097228161,1
893531862,1
1046691022,1
266134787,1
950020291,1
333707698,1
550012940,1
1323689966,1
1149406390,1
625130517,1
1148662604,1
712351426,1
1009175226,1
593873100,1
1249509359,1
729302670,1
823107219,1
714722722,1
1068600863,1
1317452945,1
1172426909,1
914086797,1
955685047,1
681462439,1
1224684326,1
249654219,1
1451754040,1
362176960,1
289214017,1
1101717337,1
1070800784,1
972195513,1
954872346,1
1463730420,1
477311219,1
587789163,1
1214953086,1
1016397852,1
715237805,1
800681492,1
688612280,1
589442054,1
431852062,1
1302048050,1
313652969,1
1469683306,1
686908927,1
548764431,1
644362477,1
946326608,1
1250383239,1
837848696,1
580650620,1
329353586,1
927010857,1
1005571458,1
1105497510,1
899018317,1
296733526,1
945121780,1
874046631,1
569254088,1
746018355,1
587486728,1
1218882397,1
508442325,1
738353866,1
1062446840,1
720715874,1
1443544204,1
1322131003,1
973198556,1
513773510,1
531624236,1
854527480,1
1019193581,1
1435674797,1
1364849563,1
511379532,1
1385874508,1
994916304,1
1276596073,1
555980634,1
667292347,1
841510218,1
485915668,1
1441851791,1
265802677,1
1072785418,1
675979861,1
1197840235,1
1456084821,1
928052328,1
1104939763,1
1223838004,1
312241538,1
1009382853,1
985236916,1
518196025,1
503399561,1
607658571,1
1356490444,1
1355734404,1
1180108391,1
767281917,1
1322415052,1
646379853,1
316983115,1
967864381,1
440775341,1
816668413,1
1005441723,1
533740801,1
926466816,1
1028414410,1
1340443062,1
723680938,1
1249400110,1
859387263,1
966379219,1
1217568319,1
484961634,1
908235781,1
1385920597,1
695982216,1
689201530,1
1215010037,1
973583168,1
979357463,1
1233370816,1
996571023,1
1175447694,1
1348953360,1
1220846536,1
1145687327,1
1044855158,1
805659346,1
1135422985,1
1123873669,1
1341549803,1
1213974620,1
584494243,1
715968097,1
614299897,1
1087391907,1
689228080,1
759843791,1
578588829,1
1343915190,1
891692933,1
1043698536,1
478427371,1
971891993,1
1237596866,1
770604839,1
1069582898,1
611172493,1
747944432,1
766418097,1
1061856061,1
1023058135,1
599460264,1
804045251,1
638108616,1
1014287999,1
1139770606,1
1067342507,1
1039954017,1
966182242,1
810725082,1
1054965691,1
860117632,1
1337134428,1
457078266,1
922625754,1
1444144761,1
1062616687,1
1163625927,1
464085314,1
432245359,1
716673958,1
585170206,1
780803177,1
948558032,1
477517240,1
974828108,1
1383658686,1
338503015,1
249465047,1
1452800106,1
1211026763,1
1043587469,1
351818544,1
893244969,1
759981913,1
800036964,1
1032818035,1
1041825619,1
276120401,1
563944193,1
1253889577,1
1315465245,1
872868344,1
1113566090,1
1043751987,1
597060957,1
1189377273,1
448885416,1
1180492713,1
986805939,1
1315586236,1
1437304204,1
1219782536,1
314236318,1
250700362,1
431862275,1
794780450,1
963982620,1
635024235,1
697865338,1
1124321228,1
1164234861,1
855352580,1
921131326,1
1117324094,1
1003103757,1
1440838176,1
1037453719,1
1259178465,1
754829763,1
710224947,1
1123252113,1
1453433481,1
1166724663,1
715432741,1
1295123333,1
1050418035,1
640026598,1
1068773194,1
1165989708,1
264318540,1
961799906,1
507114251,1
1017168545,1
1170738723,1
336410011,1
1310944429,1
984057323,1
1307734907,1
1153607495,1
968464426,1
983783701,1
786432493,1
320222091,1
1076403182,1
1114510277,1
432675412,1
1098369838,1
1153649647,1
597392052,1
876750541,1
705578477,1
1463179385,1
1038994808,1
260098835,1
475253143,1
1233516162,1
898779699,1
476831431,1
730085687,1
1112472330,1
1047752186,1
1305306796,1
613194181,1
346346103,1
274479397,1
818453525,1
303287772,1
1045599524,1
249952495,1
763930626,1
549131323,1
887720308,1
938395646,1
1136923459,1
1468746779,1
902025456,1
835454649,1
586102796,1
546250196,1
809958983,1
257555651,1
656910011,1
1171329647,1
685630956,1
1018881309,1
963954976,1
517364443,1
1013117663,1
1462582543,1
593300400,1
722890705,1
803420561,1
861906382,1
798715449,1
1351378329,1
1148614543,1
1242851842,1
1353475636,1
609346979,1
744268247,1
886610792,1
1495259998,1
583815804,1
1317923254,1
557358444,1
693714045,1
1155652223,1
805670943,1
1213274737,1
805973514,1
1454504996,1
816440521,1
263722731,1
1326392783,1
1382501774,1
1337312225,1
625320415,1
467557229,1
433033338,1
1443694726,1
1345838714,1
939732328,1
748375210,1
587997293,1
523708441,1
290905124,1
687277058,1
1074467771,1
501485012,1
714214420,1
1338770188,1
1018675288,1
1499494579,1
566746635,1
1549167899,1
1223357567,1
953202759,1
1485681098,1
985217813,1
712036532,1
779975532,1
1353695440,1
670882545,1
803873141,1
804628890,1
1463390359,1
825464441,1
1043166016,1
686546407,1
1231785747,1
983005783,1
767719117,1
590322569,1
1316054350,1
698952173,1
1462603619,1
1236116084,1
1197150353,1
1327932710,1
318965708,1
1220554758,1
838379167,1
1129172992,1
905846184,1
481225722,1
1498066155,1
939134102,1
1141003223,1
481729652,1
817709082,1
638497900,1
596828685,1
483974859,1
847552951,1
462655729,1
634842578,1
840636919,1
1110212315,1
811879731,1
1489026334,1
441159817,1
1121319110,1
1106325668,1
1233854318,1
1238491830,1
1157634381,1
626494467,1
524373823,1
291325330,1
605758173,1
846843956,1
330353341,1
739086926,1
913232089,1
1026109186,1
1023381860,1
1350251092,1
1023770921,1
789276429,1
1301499936,1
1472080862,1
906065766,1
1228555806,1
777630632,1
1217988090,1
1222289332,1
1306511188,1
1143165142,1
456161423,1
298196810,1
638544646,1
589774310,1
295575154,1
1458237842,1
1489934500,1
293245719,1
1092099205,1
1141826197,1
1102091019,1
973256165,1
1020796011,1
1322661039,1
602146967,1
905355167,1
606258883,1
338849343,1
924194999,1
728312684,1
642009772,1
1065182842,1
340674857,1
1060827347,1
650991984,1
596386387,1
800809255,1
685801674,1
272392952,1
788058177,1
1203697451,1
1339145757,1
1316221430,1
1030962992,1
597162034,1
1104426286,1
822785467,1
1514672812,1
1416876963,1
788656914,1
941970601,1
1250123545,1
784695443,1
1203362207,1
301264854,1
817609833,1
1067806394,1
901091482,1
668759857,1
704950713,1
461411370,1
809617094,1
1199004953,1
1240463552,1
594994060,1
275554413,1
452783950,1
1307187518,1
1148240212,1
458289585,1
329725585,1
1005291423,1
555752154,1
1145622203,1
745940686,1
591268362,1
1331153463,1
535215528,1
544468150,1
598335649,1
651640816,1
1092620488,1
580795377,1
1044355532,1
278309818,1
562308005,1
889981843,1
1095585919,1
675166648,1
599414756,1
1300261777,1
661778257,1
1147844797,1
713051240,1
1053950692,1
340547453,1
781477825,1
892989435,1
1203309474,1
505318132,1
673838796,1
899808037,1
935890891,1
911089854,1
525565457,1
1330362572,1
767906897,1
1306635894,1
879651292,1
756926422,1
448306815,1
980219319,1
571712968,1
579587346,1
1206110823,1
772806724,1
1142365422,1
947228788,1
457646218,1
1205141623,1
868992927,1
1440614290,1
1144169714,1
767783140,1
614999925,1
1042068395,1
1161291599,1
319167203,1
502808346,1
1117217621,1
498962460,1
1229211854,1
1167802309,1
1028072454,1
782979247,1
943593739,1
947172195,1
669313377,1
486035634,1
995725213,1
908442169,1
594443170,1
872854561,1
261203390,1
719810628,1
820065211,1
1382457803,1
979064738,1
1333949491,1
981620168,1
1202049300,1
335126566,1
1004641063,1
520563385,1
952575294,1
1133084942,1
1442005011,1
1489348017,1
458010856,1
818151022,1
1125158574,1
1231987823,1
857943749,1
601334343,1
1384295050,1
1219717993,1
1332546447,1
968195689,1
1199235918,1
1232256491,1
678527998,1
344970915,1
1090960816,1
754066294,1
1039057234,1
1080895347,1
325750476,1
494407221,1
1224486478,1
1084388696,1
931096522,1
259782984,1
639941781,1
873479182,1
332767157,1
992240173,1
1011742040,1
462784371,1
925584618,1
1052371089,1
298852713,1
1470757084,1
486336386,1
719289268,1
461302053,1
1299075915,1
437788108,1
1032186778,1
1234673586,1
1247685229,1
565274026,1
760605442,1
835378287,1
1199166055,1
1093094588,1
1172409547,1
630200549,1
488775650,1
641057711,1
1241384767,1
782573413,1
342839406,1
1177242789,1
502816075,1
599689103,1
655714081,1
607773439,1
780649812,1
1470766785,1
706663117,1
634652381,1
1115831127,1
264258377,1
1010661405,1
877715078,1
459362269,1
996345753,1
1156129535,1
826376468,1
770480645,1
799758595,1
614189119,1
1188428705,1
1234239153,1
1240390264,1
856072002,1
254087460,1
677822437,1
614922546,1
1024415304,1
329594466,1
1229474101,1
1007935761,1
917915177,1
284768163,1
777611084,1
1076985362,1
721363245,1
1321465399,1
556517886,1
749526221,1
694776004,1
1246670965,1
1254804592,1
693631637,1
1034290140,1
503361567,1
879985589,1
1252718583,1
523925692,1
1049988563,1
915577570,1
1211276542,1
487763709,1
597656117,1
910018194,1
695666152,1
973657558,1
264192451,1
1108523548,1
734007560,1
673334063,1
1286986060,1
1472560061,1
1439461093,1
818257059,1
1103732603,1
940610076,1
1024265364,1
1176775256,1
667194259,1
853248851,1
998180745,1
341229615,1
650835331,1
1030864904,1
652162824,1
603518653,1
1254212421,1
966037485,1
324040923,1
1227117536,1
473425597,1
824427709,1
1133376651,1
584289170,1
848612655,1
607794806,1
1069068840,1
1340858230,1
1214400590,1
1085813406,1
649648086,1
315637466,1
343081815,1
1039279010,1
1049679792,1
561575236,1
1039252537,1
666925966,1
846796919,1
1462254959,1
1444847411,1
698013750,1
819203868,1
897876272,1
608525679,1
1091772347,1
924470875,1
829431669,1
1164182717,1
556990962,1
1168223754,1
606794538,1
897056723,1
717431671,1
885644726,1
1196929959,1
1017810742,1
1334931740,1
611118231,1
924480431,1
985612784,1
1200200302,1
654154538,1
1539063779,1
1167805375,1
771711067,1
289908648,1
1109494063,1
532725503,1
560770554,1
670488889,1
668223118,1
1114805923,1
661326984,1
1103162602,1
1057804375,1
357715358,1
870249463,1
681294419,1
877389023,1
677074860,1
693302293,1
335047437,1
1232746126,1
1056367420,1
349423917,1
1009627226,1
1037099944,1
591820934,1
1459744593,1
1031870714,1
939776811,1
1129947478,1
457671889,1
1128911916,1
627011445,1
853149158,1
719384589,1
819209778,1
1355815720,1
943771759,1
969043172,1
1182126936,1
349664430,1
568144726,1
1304698297,1
714961049,1
290772467,1
622617444,1
889682047,1
1391269212,1
251404617,1
487772897,1
458154443,1
446962840,1
632858524,1
920614425,1
1332728984,1
998341472,1
919313840,1
942510551,1
767524471,1
595961151,1
1453344583,1
1150020508,1
459949982,1
330205228,1
1049959537,1
637803782,1
658914782,1
1356560666,1
828351111,1
1121121330,1
1351672446,1
1355562440,1
719374230,1
585252760,1
603554973,1
613928478,1
1323408539,1
1470697869,1
1076418357,1
669864779,1
991222476,1
920364646,1
1113398942,1
1176700721,1
1450381338,1
655123815,1
1327160633,1
837578720,1
664578291,1
876168874,1
535130207,1
959705588,1
1502389566,1
549339821,1
347996663,1
927754787,1
817541131,1
433094670,1
1330151812,1
869308479,1
678934566,1
1229459959,1
939467673,1
345173213,1
448370700,1
844572498,1
1356610769,1
762967404,1
754047182,1
284241629,1
1038864782,1
811097150,1
800794089,1
298316554,1
281090014,1
1228027957,1
858755570,1
1329143884,1
808937929,1
973813989,1
948984071,1
348737160,1
632353937,1
588323426,1
777590888,1
831902513,1
554796301,1
1227857598,1
1328338621,1
463238702,1
812783739,1
815431646,1
582804452,1
690765386,1
342628791,1
660912977,1
263951647,1
1453782142,1
441832492,1
578846259,1
975346111,1
822402742,1
512269757,1
1193740130,1
535001633,1
344328061,1
507749667,1
1134255646,1
796194289,1
878221997,1
735237111,1
611497600,1
874518178,1
974077252,1
475903290,1
759856917,1
1070763149,1
320699402,1
938543324,1
1259738398,1
1384541541,1
647646816,1
330930337,1
441110739,1
508810968,1
1115748137,1
1324769140,1
1535589610,1
811483667,1
796158627,1
257381577,1
1198160757,1
330937194,1
1238540685,1
1454623792,1
530681800,1
1460640718,1
870900114,1
686530506,1
898114018,1
1300558080,1
983551139,1
1444267785,1
604034607,1
738415924,1
1109000125,1
1091022874,1
1461637997,1
620651333,1
1200368987,1
1317034489,1
790035091,1
1414297101,1
254102703,1
1449411770,1
598790134,1
1453835455,1
758212053,1
1098132604,1
830944397,1
1125154783,1
596997661,1
910394498,1
1057531557,1
434697749,1
456175351,1
1201854799,1
1349230184,1
1459388563,1
1023152645,1
936413411,1
1219076232,1
336522385,1
1248323557,1
457965126,1
867315168,1
703407438,1
960472490,1
267742982,1
348372744,1
1253484170,1
1463806261,1
466604510,1
1211939448,1
597446381,1
1340352558,1
271592651,1
344302100,1
1463493186,1
1000332306,1
898053489,1
1359410512,1
1509544002,1
484234553,1
1352540569,1
715700966,1
769399207,1
1217777475,1
827284703,1
727341879,1
1326528214,1
449613744,1
1167150856,1
1122919934,1
545675165,1
733111503,1
776622704,1
827382346,1
780174618,1
695396467,1
288358438,1
785892175,1
619221303,1
1118791383,1
803096760,1
1187723725,1
1147326503,1
458336545,1
708479442,1
1015004577,1
1201445096,1
793779892,1
1386271375,1
1558398352,1
782863584,1
927471097,1
1112588427,1
310927325,1
569903433,1
1004966239,1
1451895672,1
1112136282,1
763277636,1
597923180,1
609552932,1
946021116,1
1100822228,1
1214663273,1
1462627393,1
838010524,1
942153214,1
959601599,1
325060149,1
1037327621,1
1180789238,1
1131089223,1
1463293365,1
1463392622,1
843005371,1
951814882,1
1063279891,1
398563700,1
1341332476,1
505017089,1
622640416,1
444892953,1
958618317,1
773793430,1
713763223,1
1487743913,1
1047207496,1
356762273,1
1112517906,1
670210527,1
591092682,1
496037575,1
463136755,1
597643863,1
462866703,1
1221222916,1
339217987,1
805547108,1
806120389,1
780852767,1
499890020,1
820228790,1
1113843725,1
634038118,1
434562104,1
692900909,1
1158930371,1
1067767743,1
1044141569,1
1232592317,1
492644432,1
1080362101,1
1243736593,1
818234890,1
287832706,1
344042262,1
552767397,1
1247271155,1
1206807136,1
536001243,1
452460225,1
687114436,1
1469960216,1
914495842,1
1138789954,1
467505743,1
765803467,1
260991024,1
1388746079,1
1223401393,1
1532954026,1
353221375,1
595687674,1
1327537739,1
884035080,1
829039985,1
832508322,1
905684066,1
472831821,1
1071948652,1
1307036049,1
794675728,1
780554790,1
561335159,1
280125340,1
472629669,1
983443717,1
891432146,1
1457670983,1
674992932,1
438800921,1
1339044681,1
295609578,1
675145717,1
641988038,1
1115528991,1
511512044,1
1249442553,1
310450380,1
1121130305,1
989369260,1
950915468,1
757324817,1
661968454,1
1224082967,1
642027492,1
1332623962,1
735886600,1
552250709,1
1020209015,1
506775506,1
745330581,1
1287822100,1
944363118,1
1036208190,1
744834670,1
642845444,1
654034717,1
909452719,1
1287325104,1
1167406245,1
1083728711,1
703524048,1
953333810,1
948445291,1
892346504,1
1202156499,1
978045504,1
1318898141,1
1228449256,1
876986759,1
906355938,1
891715981,1
1213183362,1
277127817,1
1090349687,1
1356284133,1
1294031400,1
849190530,1
651935804,1
1176056270,1
766792650,1
985644219,1
926923051,1
1040189355,1
1014574234,1
277271771,1
1461237919,1
1163686892,1
249767038,1
957832679,1
906848416,1
825797500,1
961480196,1
997928704,1
856486008,1
659068215,1
1086859250,1
1306819165,1
474876917,1
1469635253,1
930632703,1
892588845,1
1391250177,1
987085692,1
292082018,1
1336639115,1
893677866,1
298963490,1
1154874971,1
630614555,1
1327345356,1
273172980,1
569496642,1
872428009,1
586649672,1
668815067,1
849984128,1
1391646028,1
1128538524,1
550115622,1
465478948,1
566307180,1
732815780,1
982398155,1
472534203,1
551126026,1
1134399233,1
935937202,1
903930022,1
1180145001,1
1246531306,1
572188964,1
441343447,1
737882097,1
992836426,1
1145265003,1
849193374,1
557016274,1
635307848,1
1353911231,1
1104205320,1
1177076299,1
1314930111,1
858773948,1
924261651,1
1436691392,1
472514374,1
556117595,1
566736575,1
952077854,1
785627666,1
722182650,1
1205254586,1
1130122722,1
990047041,1
1459925379,1
571278253,1
733014876,1
1463740992,1
467173120,1
1080315721,1
963173198,1
767157937,1
853247023,1
868053915,1
860736413,1
1019324555,1
467028064,1
341795594,1
1250008976,1
275755473,1
515919392,1
1109758496,1
869327223,1
758167783,1
586143924,1
701690148,1
671603939,1
548255471,1
845167948,1
602712443,1
1196881104,1
925030885,1
928094190,1
349372064,1
1472110760,1
619336897,1
1169169623,1
909540080,1
703349239,1
497416990,1
1031506153,1
1449735204,1
622409382,1
1423684267,1
1223057029,1
784817954,1
1451605560,1
1253620473,1
820991311,1
1355312593,1
1033096320,1
1170965154,1
995000104,1
596984091,1
1138457477,1
1000060512,1
413546424,1
1090687775,1
493778081,1
938629891,1
445662845,1
656628080,1
1323606532,1
302671690,1
901949760,1
269961562,1
1049162959,1
1076188638,1
582987783,1
799168542,1
313348869,1
458720073,1
1096495904,1
1456606608,1
491871842,1
1055112130,1
1351782779,1
595282122,1
341082006,1
1209176750,1
985429590,1
284559452,1
962020436,1
1110140487,1
600588952,1
1076572380,1
1462721322,1
317373859,1
774840948,1
530333575,1
583072531,1
1043585206,1
603446962,1
1468189254,1
1461944215,1
1347280264,1
621451267,1
354564905,1
943862989,1
1168609323,1
334897061,1
1233677623,1
1206791815,1
1388750161,1
481225287,1
1205353331,1
1373847958,1
990891390,1
338986884,1
1124219784,1
1241116978,1
1550964608,1
998148072,1
1329962563,1
1459685737,1
574086963,1
1021569327,1
921660414,1
1036842146,1
464095673,1
631207016,1
579090786,1
997859498,1
330751669,1
509410799,1
277714949,1
592455035,1
1035716447,1
1218783729,1
582257789,1
635099205,1
692987254,1
1332150306,1
1062619462,1
511451659,1
1464211446,1
952665644,1
736892410,1
1455171258,1
565837529,1
649332380,1
973574133,1
756984979,1
927448706,1
575973587,1
863991811,1
1086016506,1
457547115,1
774211006,1
1330031478,1
725397134,1
481657961,1
843217874,1
1355153831,1
685064669,1
1203020831,1
350028846,1
661452492,1
790876007,1
593085122,1
950601010,1
349667931,1
264123245,1
253217150,1
1322958870,1
517374144,1
306652778,1
572013285,1
1148906328,1
813933870,1
779353241,1
1067122199,1
1154943442,1
1163402912,1
656240761,1
1536873201,1
519046865,1
782322105,1
520124801,1
1197654855,1
755406323,1
653002869,1
679251587,1
548581817,1
434334059,1
1327746237,1
826576947,1
740704454,1
872859881,1
256410549,1
313432439,1
489035634,1
971208883,1
1076670826,1
1013250319,1
651545640,1
469209240,1
272175992,1
470704975,1
934969530,1
1390179021,1
1460136353,1
821073062,1
517258986,1
1323586336,1
685220007,1
601235888,1
322660851,1
1182277236,1
1320412398,1
738778077,1
1062991461,1
1109312688,1
592546845,1
305952964,1
688747054,1
600830558,1
317955082,1
474295395,1
996773833,1
1051836903,1
642120182,1
1083269197,1
674274023,1
302060630,1
1230674480,1
657500209,1
1353129017,1
769809345,1
257526402,1
855981352,1
608358163,1
1028652003,1
1525109332,1
1150088330,1
1326204490,1
626519121,1
673747779,1
1437523350,1
1207954859,1
961783869,1
750573526,1
836490938,1
1139048777,1
850932832,1
556026211,1
606089113,1
1242944678,1
1164416305,1
949702698,1
872913920,1
1180298511,1
895810400,1
1028090541,1
326077846,1
983852984,1
1022142898,1
985463211,1
863618351,1
304516085,1
1463599437,1
882729764,1
734581712,1
284441527,1
333952002,1
1247179703,1
1078815392,1
1232584878,1
469445014,1
910451014,1
643538837,1
255430410,1
586188919,1
1492602971,1
1291643042,1
298332019,1
999418973,1
307306785,1
911891616,1
781911088,1
796723377,1
689824111,1
831518703,1
643491219,1
658384311,1
1168093651,1
267846022,1
806483131,1
1006680830,1
1096875128,1
1486711118,1
775173426,1
559818425,1
1495215361,1
1347637387,1
637066342,1
697020041,1
1160477079,1
1336894717,1
1358802227,1
448403006,1
807547353,1
719828860,1
547672489,1
1185812088,1
854418453,1
267029675,1
1328296033,1
316126588,1
491051336,1
777077112,1
1151098589,1
324287995,1
1224516085,1
1092671538,1
289739894,1
1315116440,1
702074402,1
934324054,1
272552517,1
947586791,1
353023962,1
1150980442,1
1156781424,1
700746328,1
722637502,1
748509028,1
447363721,1
628746745,1
1026887241,1
767751423,1
759394636,1
921204623,1
616210073,1
476763395,1
647363425,1
295408006,1
725227799,1
892102199,1
553059832,1
941335697,1
1172394236,1
1389064552,1
1182371096,1
485816777,1
621922165,1
262037167,1
813639386,1
1199564015,1
934566173,1
732071201,1
1180151414,1
695354101,1
1312114100,1
320565217,1
620115832,1
914494527,1
1345085014,1
1070848042,1
833005829,1
672733071,1
521156068,1
856589783,1
870324579,1
659893973,1
1181015456,1
1453459809,1
253043358,1
530149211,1
597675588,1
659873845,1
506862363,1
728713420,1
1148209870,1
669008398,1
750822280,1
1458430592,1
1076901570,1
1460902743,1
627194861,1
249809121,1
454647533,1
1528144559,1
964284969,1
1020643227,1
805266125,1
1186543687,1
851470084,1
564609293,1
1070994328,1
